ID	setSize	enrichmentScore	NES	pvalue	p.adjust	qvalue	rank	leading_edge	celltype
HALLMARK_TGF_BETA_SIGNALING	52	-0.998668809131016	-1.94602860136228	0.0755813953488372	0.476190476190476	0.471177944862155	15	tags=4%, list=0%, signal=4%	CD4 Memory
HALLMARK_PI3K_AKT_MTOR_SIGNALING	98	-0.999362767517123	-1.8585443861759	0.0170857748747372	0.476190476190476	0.471177944862155	7	tags=3%, list=0%, signal=3%	CD4 Memory
HALLMARK_INTERFERON_ALPHA_RESPONSE	96	-0.996546583732772	-1.84740898568368	0.191860465116279	0.476190476190476	0.471177944862155	24	tags=2%, list=0%, signal=2%	CD4 Memory
HALLMARK_UNFOLDED_PROTEIN_RESPONSE	109	-0.997683463121855	-1.8107961414767	0.186311787072243	0.476190476190476	0.471177944862155	9	tags=2%, list=0%, signal=2%	CD4 Memory
HALLMARK_UV_RESPONSE_DN	120	-0.998446213819116	-1.756994989387	0.140926640926641	0.476190476190476	0.471177944862155	13	tags=2%, list=0%, signal=2%	CD4 Memory
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	135	-0.998612316492964	-1.73458783602199	0.101727447216891	0.476190476190476	0.471177944862155	15	tags=1%, list=0%, signal=1%	CD4 Memory
HALLMARK_INFLAMMATORY_RESPONSE	159	-0.99910143809424	-1.68381321787741	0.0470809792843691	0.476190476190476	0.471177944862155	11	tags=2%, list=0%, signal=2%	CD4 Memory
HALLMARK_XENOBIOTIC_METABOLISM	154	-0.998045154109762	-1.68010617990235	0.183206106870229	0.476190476190476	0.471177944862155	15	tags=1%, list=0%, signal=1%	CD4 Memory
HALLMARK_KRAS_SIGNALING_UP	158	-0.998916046292616	-1.67727882271676	0.062618595825427	0.476190476190476	0.471177944862155	15	tags=2%, list=0%, signal=2%	CD4 Memory
HALLMARK_HYPOXIA	170	-0.998943783421807	-1.660075080517	0.0576208178438662	0.476190476190476	0.471177944862155	17	tags=4%, list=0%, signal=4%	CD4 Memory
HALLMARK_ESTROGEN_RESPONSE_LATE	164	-0.998231911310726	-1.65856240717354	0.156899810964083	0.476190476190476	0.471177944862155	15	tags=1%, list=0%, signal=1%	CD4 Memory
HALLMARK_GLYCOLYSIS	181	-0.998874735514646	-1.62546182474269	0.0578358208955224	0.476190476190476	0.471177944862155	13	tags=2%, list=0%, signal=2%	CD4 Memory
HALLMARK_TNFA_SIGNALING_VIA_NFKB	181	-0.998555559462456	-1.62494243180005	0.104477611940299	0.476190476190476	0.471177944862155	23	tags=3%, list=0%, signal=3%	CD4 Memory
HALLMARK_HEME_METABOLISM	183	-0.998282117862294	-1.61831609267454	0.149812734082397	0.476190476190476	0.471177944862155	10	tags=1%, list=0%, signal=1%	CD4 Memory
HALLMARK_P53_PATHWAY	183	-0.998066155045322	-1.61796599514612	0.177902621722846	0.476190476190476	0.471177944862155	17	tags=2%, list=0%, signal=2%	CD4 Memory
HALLMARK_IL2_STAT5_SIGNALING	186	-0.99819123096614	-1.60622106076016	0.159259259259259	0.476190476190476	0.471177944862155	21	tags=2%, list=0%, signal=2%	CD4 Memory
HALLMARK_G2M_CHECKPOINT	195	-0.999206585749155	-1.59395669366702	0.0471698113207547	0.476190476190476	0.471177944862155	4	tags=1%, list=0%, signal=1%	CD4 Memory
HALLMARK_MTORC1_SIGNALING	196	-0.998610226147271	-1.59121324901417	0.0795454545454545	0.476190476190476	0.471177944862155	9	tags=2%, list=0%, signal=2%	CD4 Memory
HALLMARK_FATTY_ACID_METABOLISM	139	0.765720414291339	1.44556529883111	0.2	0.476190476190476	0.471177944862155	162	tags=3%, list=1%, signal=3%	CD4 Memory
HALLMARK_PEROXISOME	92	0.698692464807852	1.37078779332497	0.170431211498973	0.476190476190476	0.471177944862155	301	tags=7%, list=2%, signal=6%	CD4 Memory
HALLMARK_HEDGEHOG_SIGNALING	28	0.649187053003502	1.30954440905693	0.171610169491525	0.476190476190476	0.471177944862155	1935	tags=18%, list=11%, signal=16%	CD4 Memory
HALLMARK_OXIDATIVE_PHOSPHORYLATION	196	0.992275845369128	1.76397946906685	0.242616033755274	0.524193548387097	0.518675721561969	18	tags=2%, list=0%, signal=2%	CD4 Memory
HALLMARK_UV_RESPONSE_UP	138	-0.997149398812335	-1.7252044242725	0.252851711026616	0.524193548387097	0.518675721561969	17	tags=1%, list=0%, signal=1%	CD4 Memory
