gene	baseMean	log2FoldChange	lfcSE	pvalue	padj
AL035446.2	   53.39136557759065	 4.8860138371323271755	0.6491719105829779	0.0000000000000000284757997719179	0.000000000000345781636630399
PRAME	   29.25274359328661	 7.6041346015089992250	1.1595558715470691	0.0000000000000001359262824154127	0.000000000000825276423685178
RXFP1	   52.78157715517569	 5.2636401073958341001	0.7756096004939936	0.0000000000000230368303759932319	0.000000000093245410418561934
EREG	   52.56265829086804	-5.2092247383445684505	0.7921698789406098	0.0000000000000447378331734255410	0.000000000135812877056226588
RBPMS	  128.42052823762521	 1.9683998580053012617	0.3458937174879466	0.0000000001427674807579255695232	0.000000346725103768698022671
CALCRL	   79.50963174806847	 2.5112239616542373355	0.4563467778777079	0.0000000002092223725539709745227	0.000000423431211653811575875
ZNF467	   27.35468027443366	 2.6025486152616967850	0.4564665950634895	0.0000000003082099766692036948742	0.000000467824218336767558751
GSN	  138.38001558797927	 2.0267560588869804050	0.3648175329108187	0.0000000002873282184298875965496	0.000000467824218336767558751
DLK1	   23.91986579466445	 5.2214563266443621004	1.0013007260732107	0.0000000006290669043661125188811	0.000000848751046635300448220
CDKN1C	   39.13580135808528	 3.1509133804043369942	0.6180173961127171	0.0000000012603160755416209459093	0.000001391274373209263960806
NUCB2	  446.32582736436683	-0.9628983073578054608	0.1727502741515647	0.0000000012316768153104235219424	0.000001391274373209263960806
CKB	   77.34216837271246	 2.2912374620173130424	0.4391941003856429	0.0000000014061342250985003420641	0.000001422890657947590851485
PPP1R18	  105.01217968941459	 1.1422168933359435616	0.2073755519031390	0.0000000016155174369266635714216	0.000001509017556661575107390
AC007319.1	   42.64886256797085	 2.0460774753690706973	0.3827174623644263	0.0000000025205785135184927409132	0.000002186241777832504381630
ARHGAP25	  102.33235857700440	 1.1388784493111341334	0.2104876141394132	0.0000000028476900857799179758921	0.000002305300047441702735601
XIRP2	   20.93959628748821	 3.9225652464918447926	0.8146792546949103	0.0000000067340938738455758300951	0.000005110756369381676291722
S100A6	  246.96480736814388	-0.7380460414480869424	0.1398066133510588	0.0000000088592135775457343179527	0.000006328084145419873389460
RYR3	   29.57741230774190	-4.6610516710984715161	1.1443212186970946	0.0000000110886213328647022812506	0.000007480507158054226752404
ANGPT1	  262.53472408906958	 1.2013420253054807318	0.2410074610991861	0.0000000193569614821401963451762	0.000011752579163881419777862
TGFB1	  205.50795646159466	 0.8395061045419193180	0.1642827487746616	0.0000000191237392785167936842195	0.000011752579163881419777862
MDFI	   22.88819797021495	 3.8457705515203226554	0.8655305734534271	0.0000000348870693670478563474326	0.000018790777979802004250343
PRKG1	   12.37036337150657	-6.2198353878416714480	1.6310109235107777	0.0000000355915254496785117353261	0.000018790777979802004250343
IGLL1	  547.92375804974392	-3.3639347424223116079	0.8258906739514414	0.0000000345952760681530535013735	0.000018790777979802004250343
RHOB	   33.98406229793223	 2.7123231747998395313	0.6179005142013343	0.0000001035431768198698109571500	0.000050188212920119382816266
HPGD	   19.47039419036320	 2.5895566505117884049	0.5614182817033736	0.0000001074605563635925215761966	0.000050188212920119382816266
ITM2A	  208.94831028548057	 1.2488094773429787576	0.2694727721577478	0.0000001015403444722119065583987	0.000050188212920119382816266
FOXC1	   11.47966263757052	 5.7389583032866875456	1.3086127481267407	0.0000001423666558834296215727439	0.000064028085273795773586791
ADGRA2	   11.29609347769062	 3.4216590737535859112	0.7460686504651720	0.0000001552060457301026145124443	0.000067309536189308436654466
CDK6-AS1	  114.04235519985394	-1.2428301381723600993	0.2724598079701689	0.0000001690297017259644364724577	0.000070776816139944351020247
MAP3K11	   57.18055193871587	 1.1864046738969176165	0.2592709555375762	0.0000002107760858402288621418069	0.000085315133678596626618310
ANK1	   29.92136195871369	-0.1138416060678680009	0.2298243207490198	0.0000002568787005827709535097758	0.000100621872941180249085881
PKIG	   52.77770263005072	-1.3674640738275605223	0.3069242670220827	0.0000003310351926986234650952931	0.000125617510779355782534611
CASS4	   26.55475906546583	 3.2075580899878697316	0.8136100395825024	0.0000003625971388470341899444755	0.000133424759303622325829278
CYTH4	   22.33888530948986	 2.1405884983234062524	0.4958632600956258	0.0000003917032627451794797751887	0.000139895668221021011751876
